Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
racebased,19,19,18
questionsno,19,19,19
qarmy,19,19,17
purchasing,19,19,19
psychologist,19,14,14
psa,19,19,19
propos,19,19,16
promotes,19,19,19
profound,19,19,19
prodemocracy,19,19,14
prensa,19,19,16
pouvez,19,19,15
pourront,19,19,18
populated,19,17,17
politique,19,19,15
phenomenon,19,19,19
perception,19,19,19
pc,19,19,18
patriotic,19,19,19
partir,19,19,17
particle,19,17,17
parallel,19,19,19
papaya,19,18,18
pan,19,19,19
overwhelm,19,19,19
overhyped,19,19,19
otros,19,19,18
opting,19,19,19
oppressive,19,19,19
onsite,19,19,19
obsolete,19,19,19
obamasleepy,19,19,19
obamabiden,19,19,19
o,19,18,17
nutrition,19,19,19
nursery,19,19,18
nonetheless,19,19,19
newyorker,19,19,18
nears,19,19,18
nashville,19,17,17
nah,19,19,19
n95s,19,18,16
mysterysolvent,19,19,16
monopoly,19,19,19
mondiale,19,19,17
misuse,19,18,18
mislead,19,19,19
mining,19,18,18
minibubbly,19,19,15
mini,19,19,19
michigander,19,19,19
measles,19,19,19
masks4canada,19,19,16
maria,19,18,18
malignant,19,19,18
malicious,19,18,18
malarkey,19,19,19
macht,19,19,19
log,19,19,19
lisa,19,19,19
limiting,19,19,19
liltilgerlil,19,19,4
lest,19,19,19
lesser,19,19,19
layer,19,17,17
laboratoire,19,19,15
labelled,19,19,16
ky,19,19,19
journée,19,19,17
jfc,19,19,19
jeunes,19,17,16
jaredkushner,19,19,19
jackposobiec,19,19,14
inviting,19,19,19
introduces,19,19,19
interpreter,19,18,18
interim,19,19,19
installation,19,18,18
ingenuity,19,19,17
inflation,19,19,19
inexperience,19,19,19
indoor,19,16,14
indicated,19,19,19
inch,19,18,18
imposing,19,19,19
hunting,19,19,19
hugely,19,19,19
housewife,19,11,11
horrendous,19,19,19
horas,19,19,16
horacio,19,19,16
hood,19,19,19
honesty,19,19,19
hee,19,3,3
handful,19,19,19
guncontrol,19,19,19
grey,19,19,19
grandson,19,14,14
gpc,19,19,17
govern,19,19,19
gosh,19,18,18
gore,19,19,19
globedebate,19,19,18
globalnewsto,19,19,14
gente,19,19,15
fruitless,19,19,19
frontières,19,15,12
fridaysforfuture,19,19,16
freely,19,19,19
followup,19,19,18
flulike,19,19,19
flock,19,19,18
fla,19,19,19
fk,19,19,19
femmes,19,17,16
farce,19,19,19
facilitate,19,19,19
ezra,19,18,18
extortion,19,19,19
event201,19,18,13
evaluation,19,18,18
epweek2020,19,19,17
entitlement,19,19,19
enraged,19,19,19
enhanced,19,19,18
empathetic,19,19,19
earliest,19,19,19
driveway,19,17,17
drivein,19,19,19
drew,19,18,18
dragon,19,18,18
donné,19,19,19
documented,19,19,19
disobedience,19,19,19
dismiss,19,19,19
disbelieve,19,19,19
dinosaur,19,19,19
devastatingly,19,19,18
despise,19,19,19
deserving,19,19,19
deserved,19,19,19
descend,19,19,19
depending,19,19,19
demeanor,19,7,7
delete,19,19,19
delacourt,19,19,18
debunked,19,18,18
deborah,19,19,18
curriculum,19,19,19
crop,19,19,18
covid19usa,19,19,13
covid19quebec,19,19,13
couch,19,19,19
coronavirususa,19,19,15
cornerstone,19,19,19
contractor,19,17,17
conceal,19,19,19
colombia,19,18,15
coffin,19,16,15
cnnbrk,19,17,11
clap,19,19,19
cknw,19,16,14
christmas,19,19,17
chinamustexplain,19,19,19
childish,19,19,19
cher,19,17,11
chancellor,19,19,19
certification,19,13,13
cdnchange,19,19,19
ccpchina,19,19,14
caulfieldtim,19,19,15
castle,19,15,15
carnival,19,19,19
caringsupporting,19,19,19
cad,19,19,18
bronx,19,18,18
brett,19,19,19
brazilian,19,19,18
bray,19,12,12
bppope,19,19,5
bord,19,19,16
bliss,19,10,10
blatantly,19,19,19
benefited,19,19,19
belt,19,19,19
believer,19,19,19
beauty,19,18,18
bapu,19,18,2
bankrupted,19,19,19
baisse,19,19,19
ate,19,19,19
astonishing,19,19,19
arrives,19,19,19
arrivecan,19,19,18
arrhythmia,19,19,19
arising,19,19,19
arbery,19,19,19
applying,19,19,19
appearing,19,19,19
antivaccine,19,19,17
anchor,19,18,18
albertadoctors,19,19,15
aftermath,19,19,19
adverse,19,19,19
adequately,19,19,19
accountabilityno,19,19,19
accommodation,19,19,19
abtracetogether,19,18,18
abandoning,19,19,19
75th,19,19,19
73000,19,19,19
7000,19,19,19
4500,19,19,18
434,19,19,16
39000,19,18,16
3900,19,18,18
2008,19,19,19
1700,19,19,19
13m,19,19,18
1082,19,19,14
05,19,18,15
03,19,19,19
âgées,18,18,18
yyj,18,18,15
yvr,18,18,16
yearold,18,18,18
yay,18,18,18
widening,18,18,18
whitmers,18,18,18
wenliang,18,17,17
vowed,18,18,18
votebluetosaveamerica,18,18,13
votebluenomatterwho,18,17,16
ville,18,18,16
vidéo,18,15,15
victimized,18,18,18
vicepresident,18,18,18
vanityfair,18,18,12
vancityreynolds,18,18,17
urgence,18,18,17
universe,18,18,18
uniform,18,17,17
underestimate,18,18,18
uhn,18,18,15
ufcw,18,18,18
uber,18,18,18
translated,18,18,18
transgender,18,17,17
transferred,18,14,14
trafficking,18,18,17
tlmep,18,18,17
tienen,18,17,11
themoreyouknow,18,18,18
theage,18,18,18
terrorize,18,17,17
terrific,18,18,18
tb,18,17,16
tangomitteckel,18,18,5
sunset,18,18,16
sucked,18,18,18
substitution,18,18,18
stylist,18,18,18
stunned,18,18,18
strictly,18,18,16
stratégie,18,18,14
strained,18,18,18
stomach,18,18,18
stockpiled,18,18,18
stepbystep,18,18,18
steadily,18,18,18
stayhomestaysafe,18,18,15
statscan,18,18,17
spur,18,18,18
spartan,18,17,17
soulless,18,18,18
solitary,18,17,17
solidfooting,18,18,17
slight,18,17,17
sleazy,18,18,18
skeptical,18,18,18
sind,18,13,6
sicker,18,18,17
shuttered,18,18,18
shouted,18,18,18
sheet,18,18,18
shady,18,18,18
seiuhealthcan,18,18,18
searing,18,18,18
scrambling,18,18,18
scientifique,18,18,17
résidences,18,18,16
rpts,18,18,18
roosevelt,18,18,18
roof,18,17,17
rome,18,18,16
robinked,18,18,4
reusable,18,17,17
responsable,18,18,16
resisted,18,18,18
repay,18,18,18
renewal,18,18,17
redeployed,18,17,17
receives,18,18,18
readily,18,18,17
reade,18,18,17
reacted,18,18,17
ravaging,18,18,18
randomized,18,18,18
ramped,18,18,18
qarmyinfo,18,18,4
pustule,18,18,18
pushy,18,18,18
proposing,18,18,17
promotion,18,17,17
princess,18,18,16
prevalence,18,15,15
pretended,18,18,18
prep,18,18,17
prejudice,18,18,18
positively,18,18,18
porch,18,18,18
pope,18,15,15
plumbing,18,18,18
plexiglas,18,18,18
pleasevote,18,18,18
pire,18,18,17
phantom,18,18,18
petri,18,18,18
peacefully,18,18,18
pastime,18,18,18
partly,18,18,18
parler,18,18,17
overrun,18,18,18
oui,18,16,16
ottawacity,18,18,18
oligarch,18,18,18
oldest,18,18,18
occupational,18,18,17
objectivity,18,18,18
northeast,18,18,18
nominate,18,17,16
nightly,18,18,18
ngo,18,18,17
needy,18,18,16
navarro,18,17,16
narendramodi,18,18,16
mpp,18,18,18
moore,18,18,17
mondaymotivation,18,18,18
mock,18,18,18
mnuchin,18,17,17
mmiwg,18,13,13
mientras,18,18,15
mettre,18,17,16
mentor,18,18,18
melindagates,18,18,18
meadow,18,18,18
maythe4th,18,18,18
mayoclinic,18,18,18
markham,18,18,13
markfriesen08,18,18,15
margin,18,18,18
marching,18,17,17
malgré,18,18,16
maintenance,18,17,17
lynn,18,18,16
ludicrous,18,18,18
luciferian,18,18,2
lobbied,18,16,16
liu,18,17,17
lineup,18,18,18
lined,18,18,18
limb,18,16,16
likelihood,18,18,18
lien,18,17,15
licensed,18,18,17
lender,18,16,16
leftwing,18,18,17
lazily,18,18,18
laughed,18,15,15
lashed,18,18,18
largescale,18,18,18
laborhhseducation,18,18,18
kylegriffin1,18,18,17
kamala,18,18,18
jkwanmd,18,18,18
jeudi,18,17,11
jerk,18,18,18
jennifer,18,18,18
jb,18,18,18
jasoncoppingab,18,18,18
jailing,18,18,18
internacional,18,18,16
inkymark,18,18,15
infuriated,18,18,18
infodemic,18,18,15
influx,18,18,18
infectées,18,16,15
indifferent,18,15,15
indefensible,18,18,18
incoming,18,18,18
incidence,18,17,17
inauguration,18,18,18
ideologue,18,18,18
icke,18,18,16
hydroxycloroquine,18,18,10
hw,18,18,8
hotline,18,17,17
honoring,18,18,18
highincome,18,18,18
herb71295950,18,18,13
healthforall,18,18,17
haw,18,2,2
hamburger,18,18,18
hacked,18,18,18
hacer,18,18,16
gu,18,17,17
grâce,18,18,18
grounded,18,18,18
grippe,18,18,17
grift,18,18,18
gregoryjhall1,18,18,4
greenlight,18,18,18
grace,18,18,18
govkemp,18,18,18
govabbott,18,18,15
givingtuesday,18,18,16
gc,18,18,16
gag,18,18,18
g7,18,18,17
f—k,18,18,18
fédéraux,18,18,17
funder,18,18,18
fumbling,18,18,18
fullblown,18,18,18
fuckin,18,15,15
fucker,18,18,17
friendsoscience,18,18,8
fraudulent,18,18,18
formed,18,14,14
flunky,18,18,18
float,18,16,16
fawning,18,18,17
facemask,18,18,16
eyedropmedia,18,18,5
exploring,18,18,18
exhibit,18,18,18
exemployee,18,18,15
essentiels,18,18,16
eradicate,18,18,18
entrevue,18,18,13
ensemble,18,18,14
engineering,18,18,17
emergence,18,18,18
embraced,18,18,18
eileen,18,18,9
efficiency,18,18,18
ecommerce,18,16,12
día,18,18,13
durham,18,17,15
dug,18,17,17
drottiemom,18,18,4
drfauci,18,17,17
doomsayers,18,18,16
donniemaga,18,18,4
doh,18,18,18
disrupt,18,18,18
dishonor,18,18,18
dishonest,18,18,18
disdain,18,18,18
discrepancy,18,18,18
dip,18,18,18
dinein,18,18,18
dice,18,17,12
depth,18,18,18
decreasing,18,18,18
deconfinement,18,17,14
deceived,18,18,17
debating,18,17,16
dean,18,17,17
dealer,18,18,18
cytokine,18,18,18
cubic,18,14,14
cuban,18,17,14
crook,18,17,17
cremation,18,18,18
creep,18,18,18
cramped,18,18,17
craft,18,16,16
coronavirusinfected,18,18,18
comms,18,18,16
combatting,18,18,17
cohort,18,18,18
cnni,18,18,12
cmadocs,18,17,14
clinician,18,18,18
clarity,18,17,17
chuck,18,18,18
chslds,18,16,13
chinadastopdrtam,18,18,18
cheryl1492,18,18,14
chen,18,16,15
censoring,18,17,17
cbcthenational,18,18,15
cathmckenna,18,18,17
carson,18,18,18
carpooling,18,18,18
cargills,18,18,18
canadienne,18,18,18
campaigning,18,17,17
cabin,18,18,18
burlon,18,18,11
buffoon,18,18,17
breakfast,18,18,18
brake,18,18,18
brace,18,18,18
borrow,18,18,18
bloom,18,18,18
blackface,18,17,16
bitchute,18,18,17
bigot,18,18,18
bebrave,18,18,18
beast,18,18,18
bbl58,18,18,4
bbcworld,18,18,16
barsnightclubs,18,18,18
barred,18,18,17
awkward,18,18,18
aviation,18,18,18
atteint,18,18,16
atrisk,18,18,18
asthma,18,16,16
assure,18,17,17
approx,18,17,15
approving,18,18,18
approves,18,18,18
apologizes,18,18,18
antitrump,18,18,18
antiasian,18,18,18
americanon57,18,18,4
alter,18,18,18
alexiscossette,18,18,12
al,18,16,8
adorable,18,18,18
acquisition,18,18,17
abndpcaucus,18,18,17
63000,18,18,18
5pm,18,18,14
58m,18,18,18
55000,18,18,18
4633,18,18,18
45harisonharold,18,18,4
34room,18,18,18
32nd,18,18,18
31st,18,18,18
255000yr,18,18,18
250000,18,18,18
218,18,18,18
205,18,18,18
15728,18,18,17
137,18,18,18
124,18,17,16
11th,18,18,18
1176,18,18,18
116,18,18,18
1100,18,18,18
économiques,17,16,15
zu,17,15,4
xhawk80,17,17,4
wwg1wgaworldwide,17,17,12
wuhancoronavirus,17,17,13
woeful,17,17,17
whereabouts,17,17,16
wednesdaythoughts,17,17,13
webinars,17,15,14
wakeup,17,17,17
voiceoffranky,17,17,10
vessel,17,14,12
vers,17,17,13
venture,17,17,17
vankapro☀️🌊🌊🌊,17,17,5
vanish,17,17,17
unwell,17,16,16
unsubstantiated,17,17,17
unfolding,17,17,16
undermined,17,17,17
uganda,17,15,14
ubc,17,17,16
tvanouvelles,17,17,16
trumpisanidiot,17,17,17
travaillent,17,16,14
townhall,17,17,15
tooth,17,17,17
thrive,17,16,16
threshold,17,15,15
theodore,17,17,17
thankyounurses,17,17,17
testées,17,15,11
testtraceisolate,17,17,16
tedcruz,17,17,17
tanked,17,17,17
tableau,17,15,13
síntomas,17,17,11
sustain,17,17,17
summation—,17,17,17
stephenmcneil,17,17,10
staysafestayhome,17,17,17
staterun,17,17,17
stamp,17,14,14
stalled,17,17,17
spouse,17,17,17
speeding,17,17,17
soutenir,17,17,17
sounded,17,17,17
socioeconomic,17,17,17
smarter,17,17,17
slows,17,17,17
simulation,17,16,16
signalling,17,16,15
shovel,17,17,17
shortfall,17,17,17
shelterinplace,17,17,16
separation,17,17,17
seating,17,17,17
scarf,17,17,17
scapegoating,17,17,17
sacramento,17,17,16
sack,17,17,16
répondre,17,15,15
ryantumilty,17,17,13
ruth,17,16,16
robin,17,17,17
responsive,17,17,16
respective,17,17,16
reliance,17,17,17
relating,17,17,17
rehire,17,17,17
rehab,17,16,15
regain,17,17,17
referendum,17,17,17
redpilledisback,17,17,4
recommending,17,17,17
rationing,17,15,15
raptor,17,15,15
rapport,17,17,17
rana,17,16,16
radiocanadainfo,17,17,16
quelle,17,17,16
qt,17,17,17
purecountry,17,17,2
punishing,17,17,17
pulse,17,17,17
pueblo,17,17,14
protrump,17,17,17
prolong,17,17,17
profiting,17,16,16
profitable,17,16,16
prix,17,15,15
preprint,17,17,16
poured,17,17,17
positifs,17,17,15
pleine,17,17,15
plaza,17,17,17
plate,17,15,15
plandemic2020,17,17,13
pillar,17,17,17
picnic,17,16,16
photography,17,17,17
philpott,17,17,16
pharmacist,17,16,15
perdu,17,17,16
pdf,17,17,17
patriotism,17,17,17
passer,17,17,17
passe,17,17,16
participated,17,17,17
packer,17,17,17
owen,17,16,16
outreach,17,17,17
outpatient,17,17,11
outlined,17,17,17
offended,17,17,17
número,17,15,14
newsoms,17,17,17
newimproved9,17,17,14
neuter,17,16,9
neonazis,17,17,17
ncdc,17,17,14
nai,17,17,16
mute,17,17,17
muertos,17,17,16
motherfucker,17,16,16
morality,17,17,17
mondial,17,7,7
mollyjongfast,17,17,16
meth,17,17,17
meter,17,15,15
menu,17,16,16
mentioning,17,17,17
medidas,17,16,11
measuring,17,16,16
mattgallowaycbc,17,17,15
massively,17,17,17
masked,17,17,17
marsha,17,15,14
marrow,17,10,10
marcos,17,15,12
macron,17,17,13
lors,17,17,15
lonely,17,17,17
liberation,17,17,17
lede,17,17,16
laurie,17,17,16
latimes,17,17,16
landscape,17,17,17
kelly,17,16,16
kavanaugh,17,17,17
katrina,17,17,16
kamalaharris,17,17,17
ka,17,10,9
joenbc,17,15,14
jdawsey1,17,17,17
jamesbezan,17,17,9
irgc,17,17,10
intimidation,17,17,17
intimate,17,16,16
instant,17,17,17
insightful,17,17,17
insanely,17,16,16
inhibitor,17,15,13
infectés,17,16,14
incapacitated,17,17,17
hypothesis,17,16,16
hydro,17,17,16
hvacperformance,17,17,5
hrw,17,16,9
hostile,17,16,16
hospitales,17,16,12
horribly,17,17,16
hopi,17,17,17
honored,17,17,17
hoarded,17,17,17
hillaryclinton,17,17,16
hhsgov,17,17,17
heure,17,17,16
herbal,17,16,16
heather,17,17,16
healthcareworkers,17,17,17
hassett,17,17,16
harmed,17,17,16
hallmark,17,17,17
gutter,17,17,17
grimm,17,13,13
greyhound,17,17,17
gofundme,17,16,16
globalnewreality,17,17,17
globalization,17,17,17
georgeslaraque,17,17,17
genome,17,17,14
generated,17,17,17
generate,17,17,16
für,17,14,5
futile,17,17,17
fundamentally,17,17,17
fundamentalist,17,17,17
fu,17,17,17
fortunate,17,17,17
forbid,17,17,17
floating,17,17,16
fearing,17,17,17
fbrparty,17,17,14
fate,17,17,17
ethiopia,17,16,15
ensures,17,17,17
enquête,17,16,15
endlessly,17,17,17
enclosed,17,17,17
embezzlement,17,17,17
effets,17,17,17
eeuu,17,17,13
edited,17,15,15
ecuador,17,17,16
dyk,17,17,16
dummy,17,17,17
dockaurg,17,17,13
distinction,17,17,17
dissident,17,17,16
disgust,17,17,17
disagrees,17,17,16
diane,17,17,17
detached,17,17,17
deploy,17,17,17
defined,17,17,17
deeper,17,17,17
deed,17,17,17
damned,17,17,17
dailycaller,17,17,17
currency,17,17,17
ctvottawa,17,17,14
crushing,17,17,17
crore,17,13,8
cqualtro,17,17,15
coughed,17,17,16
coronaviruslockdown,17,17,9
convening,17,17,17
contradict,17,17,17
constitutionally,17,17,17
concluded,17,17,17
commander,17,16,16
combine,17,17,16
coma,17,17,17
collateral,17,17,16
clarkemicah,17,17,4
clark,17,16,16
clarification,17,17,17
christina,17,12,12
chinois,17,17,15
cesb,17,17,15
cdnpressnews,17,17,12
ccpliedpeopledied,17,17,8
cbcwhitecoat,17,17,15
cbcnewsbc,17,17,15
caveat,17,17,17
cautiously,17,17,17
cautionary,17,17,17
carnage,17,17,17
caribbean,17,12,12
careless,17,17,17
cannibal,17,17,17
cancelling,17,17,17
canadafp,17,17,5
cadre,17,17,16
cada,17,16,15
bypass,17,17,17
burst,17,17,17
burned,17,17,17
burlington,17,15,14
burger,17,17,17
btvancouver,17,17,10
brianstelter,17,17,15
brag,17,17,17
boil,17,17,17
billing,17,17,16
biketo,17,16,13
bathroom,17,17,17
bashing,17,13,13
bash,17,17,17
baseline,17,16,16
barring,17,17,17
backbone,17,17,17
awakening,17,17,17
assert,17,17,17
asharamji,17,16,2
architecture,17,16,14
animated,17,17,17
analyzed,17,17,17
alot,17,17,17
alaska,17,15,11
aired,17,17,17
afterward,17,17,17
aerosol,17,17,17
advises,17,17,17
adjustment,17,17,17
aclu,17,17,16
abparks,17,17,17
8am,17,15,15
58220,17,15,13
500mo,17,17,1
500k,17,14,14
400000,17,17,17
3k,17,15,15
312,17,17,16
308,17,17,17
26000,17,17,17
25k,17,16,16
252m,17,17,17
24000,17,17,17
2011,17,17,17
1960s,17,16,16
16yearold,17,17,17
116000,17,17,17
102,17,16,16
🔵hospitalized,16,16,10
🔵active,16,16,10
🔴icuventilator,16,16,10
🔴icu,16,16,10
⁦torontostar⁩,16,16,16
yxe,16,16,11
wouldve,16,16,16
worsening,16,16,16
willfully,16,16,16
westernu,16,15,13
welcomed,16,16,16
weigh,16,16,15
wearamask,16,16,16
wastewater,16,15,14
warrant,16,16,16
vppresssec,16,16,13
void,16,16,15
violet,16,16,14
vida,16,15,11
victimes,16,16,13
usnscomfort,16,16,16
usda,16,16,16
upmc,16,12,12
unreleased,16,16,16
uno,16,16,15
unnerved,16,16,16
unhumanrights,16,16,13
underscore,16,16,16
undergo,16,16,16
unchecked,16,16,16
unbelievably,16,16,16
ultra,16,16,16
ucpcaucus,16,16,16
typo,16,16,16
ty,16,16,16
trustfund,16,13,13
trumpistheworstpresidentever,16,16,13
trumpisalaughingstock,16,16,16
trucker,16,13,12
trolling,16,16,16
trois,16,16,15
triumph,16,15,14
toda,16,16,13
thorough,16,16,16
thick,16,16,16
thesocialctv,16,16,10
thecurrentcbc,16,16,14
template,16,14,14
tbh,16,16,15
taxpayerfunded,16,16,16
tattoo,16,16,16
tantrum,16,16,16
swimming,16,15,15
sustainability,16,16,16
sunnybrook,16,15,15
suite,16,16,15
strategist,16,16,16
strangely,16,16,16
stevenmnuchin1,16,16,14
stenographer,16,16,16
steer,16,16,16
statedeptspox,16,16,10
starving,16,16,16
sponsor,16,16,14
sparked,16,16,16
societal,16,16,16
sneeze,16,16,16
smug,16,16,16
slower,16,16,16
slavery,16,15,15
skynews,16,16,16
sinister,16,15,15
sincerely,16,16,15
sincere,16,16,16
shinealightforthem,16,15,13
shannonrwatts,16,16,14
sequence,16,15,15
senwarren,16,16,16
senkamalaharris,16,16,16
secteur,16,15,13
seafood,16,14,14
scamartist,16,16,16
santa,16,15,15
sanctioned,16,16,16
sanctimoniously,16,16,16
salt,16,16,16
safety—and,16,16,16
safest,16,16,16
rudy,16,15,15
roxham,16,16,16
revise,16,16,16
revenge,16,15,15
resumption,16,16,16
rester,16,16,15
responsible—and,16,16,16
renowned,16,16,16
renewable,16,16,16
reinstatement,16,16,15
reinstated,16,16,16
regulated,16,16,16
refreshing,16,16,16
recovers,16,16,15
rebellion,16,16,16
reassuring,16,16,16
realise,16,16,16
realidad,16,16,13
reagan,16,14,14
reacts,16,16,16
rapidement,16,15,14
randpaul,16,16,12
quotidien,16,16,15
quel,16,14,14
puzzle,16,14,13
purposely,16,16,16
puede,16,15,12
publicity,16,16,16
publichealthon,16,16,15
prudent,16,16,16
proclaim,16,11,11
pris,16,16,16
presser,16,16,16
practically,16,16,15
postsecondary,16,16,15
policymakers,16,16,16
pmoindia,16,16,9
placebo,16,15,15
pitied,16,16,16
pin,16,16,16
pestilent,16,16,16
perceived,16,16,15
pelosis,16,16,16
peculiar,16,16,16
pdbs,16,15,15
pawn,16,15,15
password,16,16,16
parked,16,16,16
pandemicrelated,16,16,16
pac,16,16,16
outta,16,16,16
otoole,16,15,15
opted,16,16,16
opioid,16,16,16
operational,16,16,16
onthealth,16,16,13
ontariondp,16,16,14
onethird,16,16,15
olympics,16,14,14
offset,16,15,15
od,16,16,16
occupied,16,16,16
obsessed,16,16,16
nouveaubrunswick,16,16,14
notable,16,16,16
nont,16,16,16
nonhospitalized,16,16,10
nm,16,14,14
niagara,16,15,13
newborn,16,16,16
natnewswatch,16,16,16
natl,16,16,16
nationalnursesweek,16,16,16
mourir,16,16,15
mn,16,15,15
mistress,16,16,16
miserably,16,16,16
ministremccann,16,16,14
minion,16,16,16
mexican,16,15,13
metropolitan,16,16,16
merry123459,16,16,15
mccarthy,16,15,15
maryamrajavi,16,16,7
marché,16,16,15
manifesto2000,16,16,2
mac,16,16,16
ma,16,16,14
létat,16,15,14
lutter,16,16,15
ltccovid,16,16,16
louder,16,14,14
lori,16,16,16
loom,16,16,16
locust,16,15,15
lockdownireland,16,16,12
lockdown2020,16,16,15
lmao,16,16,16
listing,16,16,16
limbo,16,16,15
liked,16,16,16
lifelong,16,16,16
leonardroxon,16,16,13
leo,16,16,16
lawabiding,16,15,15
knocked,16,16,16
kenyonwallace,16,16,16
keithbaldrey,16,15,14
justrecovery,16,15,15
june—that,16,16,16
juggling,16,16,16
johnrobertsfox,16,16,13
jogger,16,15,15
jills,16,16,16
jill,16,16,16
janelleybelley2,16,16,15
jacquie1959,16,16,13
islam,16,15,13
invaluable,16,16,16
invade,16,16,16
intimidate,16,16,16
insufficiently,16,16,16
inhumanity,16,16,16
ingrained,16,16,16
infant,16,15,15
inducing,16,16,16
inactive,16,16,16
hurry,16,16,16
humankind,16,16,16
housedemocrats,16,16,15
heel,16,15,13
heartbroken,16,16,16
hazardous,16,16,16
hausse,16,16,15
hancock,16,16,14
habitat,16,16,16
grievance,16,16,16
grabbing,16,16,16
gouging,16,16,16
golfed,16,16,16
gladly,16,16,16
givingtuesdayca,16,16,14
ghost,16,16,16
garder,16,16,15
gall,16,16,16
fvcking,16,7,7
fulltime,16,16,16
frustrating,16,16,16
friendship,16,14,14
frei,16,16,16
frank,16,14,14
framing,16,16,16
foreseeable,16,16,15
fog,16,16,16
fintech,16,11,5
faites,16,15,14
facto,16,16,16
extremism,16,16,16
exhausting,16,16,16
exemption,16,16,16
euro,16,15,15
escaping,16,16,16
erase,16,16,16
epidemia,16,16,13
entity,16,16,16
enthusiasm,16,16,16
endorse,16,16,16
encampment,16,14,14
employés,16,16,16
emailed,16,16,16
elitist,16,16,16
electrophysiology,16,16,16
elbow,16,13,13
ecosystem,16,15,14
economics,16,16,16
earnings,16,14,14
earning,16,16,16
earner,16,16,16
dumped,16,16,16
dubious,16,16,16
drivethru,16,16,16
dreadful,16,16,16
drbonniehenry,16,16,12
distrust,16,12,12
disorganized,16,16,16
disguised,16,16,16
discount,16,16,15
dir,16,16,16
dime,16,15,15
diff,16,14,13
determination,16,16,16
define,16,15,14
debtgdp,16,16,1
davidfrum,16,16,14
danbalkwill1,16,16,15
custom,16,16,16
cupe,16,16,15
crosscountry,16,16,16
cripple,16,16,16
cree,16,12,12
coverups,16,15,15
corruptly,16,16,16
correlation,16,16,16
continually,16,16,16
contempt,16,16,16
contacted,16,16,15
confirmados,16,13,9
concur,16,16,16
compensate,16,16,14
commodity,16,16,16
closest,16,16,16
classe,16,13,11
cinco,16,14,14
capitalize,16,16,16
candace,16,15,15
cambridge,16,15,14
calmly,16,16,16
businessman,16,16,16
buffet,16,16,16
boycottchina,16,16,10
bowed,16,16,16
boundary,16,16,16
boringtshirtchallenge,16,16,15
blais,16,16,16
blackhorse,16,13,13
bent,16,16,16
behavior—why,16,16,16
battery,16,16,16
bang,16,15,15
baldwin,16,16,15
bahrain,16,16,16
backer,16,16,16
axl,16,16,16
availability,16,16,16
austin,16,16,16
assertion,16,16,16
artificial,16,15,14
armes,16,11,10
argentina,16,16,15
arbeit,16,16,16
ar15,16,16,16
antivax,16,16,16
anthem,16,16,16
amnesty,16,16,16
amis,16,15,15
airbridge,16,16,16
aho,16,16,12
agrifood,16,16,16
advertising,16,16,15
advertised,16,16,16
admins,16,16,15
administered,16,16,16
adhering,16,16,16
actress,16,16,16
acknowledges,16,16,16
accountable—for,16,16,16
accompanied,16,16,15
abdocs4patients,16,16,15
840,16,16,16
7x,16,8,8
78000,16,16,16
730,16,16,15
6pm,16,16,15
64000,16,16,16
600000,16,15,15
37100,16,16,16
30m,16,16,15
225,16,16,16
213,16,16,16
1er,16,16,16
1847,16,16,16
1800,16,16,16
17page,16,16,16
13th,16,16,15
1293,16,16,16
128,16,16,13
121,16,15,15
1130,16,16,14
106,16,16,15
103,16,16,16
100yearold,16,16,16
➡️goc,15,15,13
➡️covid19,15,15,13
étude,15,14,14
épidémie,15,15,13
économie,15,15,14
zika,15,12,9
zhengli,15,15,15
zelenko,15,14,14
youngest,15,15,15
ygk,15,15,12
xijinping,15,15,14
ww,15,14,14
wrought,15,15,15
worstcase,15,15,15
withdrawal,15,13,12
willingness,15,15,15
wield,15,15,15
wicked,15,15,15
whnsc,15,15,8
whine,15,15,15
wharton,15,15,14
wbrettwilson,15,15,14
watchin,15,15,15
vulnérables,15,15,12
vont,15,15,15
visa,15,15,15
violator,15,14,14
variation,15,14,14
uschina,15,15,14
upwards,15,15,15
updating,15,15,15
untangle,15,15,15
unsurprising,15,15,15
univ,15,15,15
unionized,15,10,10
underestimated,15,15,15
unchanged,15,15,15
unamerican,15,15,15
ultraviolet,15,15,15
uhm,15,15,15
tôt,15,15,15
tshirt,15,14,14
trouve,15,15,14
transmissible,15,15,14
translate,15,15,15
traitement,15,15,13
trademark,15,13,13
tractor444,15,15,4
toxicshock,15,15,15
toole,15,15,15
tiktok,15,13,13
thursdaythoughts,15,15,14
thoughtless,15,15,15
thirty,15,15,15
thicker,15,15,13
therell,15,11,11
therealkeean,15,15,13
therapist,15,14,14
thelancet,15,15,15
tellin,15,15,15
telehealth,15,15,15
technician,15,15,15
teamed,15,15,15
tap,15,15,15
tanking,15,15,15
tallied,15,15,14
taiwancanhelp,15,15,15
tailing,15,13,13
surtout,15,15,14
surrey,15,15,14
suppress,15,15,15
summons,15,13,13
structure,15,15,15
stern,15,15,15
staple,15,15,15
sponsored,15,15,14
spoiled,15,15,14
spectrum,15,14,13
sovereignty,15,15,15
souvent,15,13,13
sneak,15,15,15
smartphone,15,14,14
smallbusiness,15,15,14
slaughter,15,15,13
slated,15,15,15
sketch,15,15,15
simpson,15,14,14
sidelined,15,15,15
shooter,15,15,15
shanghai,15,15,14
shameless,15,15,15
sensanders,15,15,13
