Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
covi,15,15,13
cov,15,14,12
coronavirusliar,15,15,15
coordinator,15,15,14
coop,15,14,10
convo,15,15,15
conviction,15,15,14
convey,15,15,15
contradiction,15,15,15
continuously,15,15,15
consignes,15,13,12
considerably,15,15,15
considerable,15,15,15
connecticut,15,15,15
congressman,15,15,15
condemns,15,15,15
concluded,15,15,15
concentrated,15,15,15
compliant,15,15,15
commute,15,15,15
comic,15,14,14
coding,15,15,15
clinton…,15,15,15
clerical,15,13,5
clearing,15,15,15
cleaned,15,15,14
classifying,15,13,13
clair,15,14,13
chocolate,15,15,15
chatting,15,15,14
champagne,15,15,12
certified,15,15,15
cdnfp,15,15,11
ccpa,15,15,15
cavabienaller,15,15,15
cartel,15,14,14
carlyweeks,15,15,13
cargo,15,14,14
careless,15,14,14
cangal21,15,15,15
calgaryherald,15,15,15
bushs…barack,15,15,15
burst,15,15,15
briton,15,14,14
brightest,15,15,15
bollywood,15,14,11
bluster,15,13,13
blasting,15,15,15
blasted,15,14,14
blakerichardsmp,15,15,12
blacktwitter,15,15,3
bishop,15,11,10
birmingham,15,15,15
bioweapon,15,14,14
biomedical,15,15,15
bigot,15,13,12
bigmoney,15,15,15
bigly,15,14,14
bend,15,15,15
belonging,15,14,14
beattie,15,13,12
bath,15,14,14
barrie,15,15,8
bargaining,15,15,15
bankrupting,15,15,15
bake,15,15,15
bailed,15,15,15
ayer,15,14,12
await,15,15,15
authorize,15,15,15
authorization,15,15,15
auction,15,13,9
assigned,15,15,15
assessed,15,15,15
articulate,15,15,15
arise,15,15,15
applicant,15,15,15
andrewcuomo,15,15,13
andreahorwath,15,15,14
amplify,15,15,12
aller,15,14,13
alike,15,15,12
ala,15,15,15
al,15,14,8
ainsi,15,15,14
affiliation,15,15,15
adventure,15,14,13
advancing,15,15,15
adm,15,15,15
adjusted,15,15,15
adhering,15,15,15
actress,15,15,15
acknowledgement,15,15,15
academia,15,14,14
abject,15,15,15
97000,15,15,15
7000,15,15,15
46000,15,15,15
312,15,15,14
27th,15,15,15
24th,15,15,15
211,15,15,15
20200522,15,15,4
200k,15,15,15
2006,15,15,15
178,15,15,15
170,15,15,15
15yearold,15,15,14
153,15,15,15
13th,15,15,15
10yearold,15,15,15
1030,15,15,12
état,14,14,14
yvr,14,14,13
yay,14,13,13
xhawk80,14,14,4
wrongly,14,14,14
wreck,14,14,14
wrapped,14,14,14
worshiping,14,14,14
worsens,14,14,14
wondered,14,14,14
wolbachia,14,14,2
wire,14,14,13
windfall,14,14,14
willingly,14,14,14
wieder,14,11,3
whod,14,14,14
westernu,14,14,14
welp,14,14,14
welcoming,14,14,13
wechat,14,14,14
weareinthistogether,14,14,14
wary,14,14,14
waiver,14,13,13
waging,14,14,14
vintage,14,14,14
vers,14,14,14
vermin,14,14,14
vaping,14,11,10
vanish,14,14,14
vais,14,12,12
vaccinate,14,14,14
utmost,14,14,14
upwards,14,14,14
upsurge,14,14,14
upgrade,14,14,14
untold,14,14,14
unreasonable,14,14,14
uninsured,14,14,14
uniform,14,14,14
unfathomable,14,14,14
undeserving,14,11,9
underserved,14,14,13
undercounted,14,14,14
ultraviolet,14,13,12
ucps,14,14,12
ucalgary,14,14,12
ualberta,14,11,9
trusting,14,14,14
trumpkushner,14,14,13
treaty,14,13,13
travisdhanraj,14,14,13
traumatic,14,14,14
transcript,14,14,14
tractor444,14,14,4
tortured,14,14,12
today—they,14,14,14
tmx,14,14,14
tide,14,14,14
thewechu,14,14,8
terrortrudeau,14,14,10
tendance,14,12,11
tax—8,14,14,14
tax—0,14,14,14
tapper,14,14,14
sundayfutures,14,14,14
strongman,14,14,14
streaming,14,14,11
stray,14,14,14
storming,14,14,14
stipulates,14,14,14
stiff,14,14,14
staterun,14,13,13
staceyabrams,14,14,14
squirt,14,14,13
spewing,14,14,14
sonya,14,14,14
somalia,14,14,14
solomon,14,13,13
socialize,14,14,14
snack,14,14,14
smes,14,14,14
skynews,14,14,10
similarly,14,14,14
signatory,14,14,14
sigh,14,14,14
sht,14,14,14
shoplocal,14,14,13
shoehorn,14,14,14
shayarm,14,14,4
sharyl,14,13,13
shamelessly,14,14,12
shaken,14,14,14
sevenperson,14,14,14
seul,14,13,13
será,14,13,10
serait,14,14,13
sentenced,14,14,14
seller,14,14,13
seeded,14,14,14
secretarygeneral,14,14,13
sdny,14,13,13
sanitaires,14,14,14
sacred,14,14,13
région,14,13,12
rory,14,14,11
roof,14,14,14
roller,14,14,14
robinked,14,14,4
rkdickie1,14,14,11
ritual,14,14,13
rite,14,13,13
risques,14,14,14
ripamerica,14,14,14
retenir,14,14,11
ressources,14,10,9
rerun,14,14,14
republicansvirus,14,14,12
renovation,14,14,14
renfrew,14,14,12
removetrump,14,14,11
reign,14,14,14
recreation,14,14,14
rebuke,14,14,14
reasonably,14,14,14
reagan,14,14,14
readily,14,14,14
rallied,14,14,14
railway,14,14,14
questionable,14,14,14
quebecers,14,14,13
qnntexas,14,14,4
qblueskyq,14,14,4
pueblo,14,13,11
pu,14,14,12
psycho,14,14,14
prudently,14,14,14
prone,14,14,12
professionalism,14,14,14
prodemocracy,14,13,10
pressuring,14,14,14
preprint,14,14,14
pq,14,14,6
powerpoint,14,14,14
potus🤡👈🏾bs,14,14,4
population—22000000,14,14,14
population—19500000,14,14,14
poland,14,14,14
plug,14,14,14
plight,14,14,14
pledging,14,14,14
planting,14,13,13
planted,14,14,14
pity,14,14,14
pitied,14,14,12
pitch,14,13,12
pie,14,10,10
physique,14,14,14
photoshoot,14,14,14
philzantos,14,14,4
phased,14,14,14
pearson,14,13,13
peaked,14,11,11
peach,14,10,10
parte,14,14,11
paranoid,14,14,14
pandemie,14,14,13
pan,14,13,13
palm,14,13,13
pacman,14,14,14
pacific,14,13,13
oversees,14,14,14
outlining,14,14,14
openamerica,14,13,12
onecrusader1,14,14,11
offended,14,13,13
obligatoire,14,14,13
nunavut,14,11,11
nsa,14,14,13
notley,14,14,14
notjustavisitor,14,14,11
northeastern,14,14,14
nightly,14,14,14
ngo,14,13,13
newsroom,14,13,10
nelson,14,14,14
neera,14,13,13
narrow,14,14,14
naheedd,14,12,10
nacional,14,13,12
muchos,14,14,11
motif,14,12,12
monger,14,14,14
ml,14,6,6
mistrust,14,14,14
miraculously,14,14,13
mink,14,10,10
ministro,14,14,11
minion,14,14,13
migration,14,14,14
midland,14,14,13
mentioning,14,14,14
medio,14,14,12
mbees39,14,14,4
mathematical,14,14,14
marr,14,14,8
marine,14,12,12
mardi,14,14,13
marcus,14,13,13
malarkey,14,14,14
maddows,14,14,14
lynnstueber,14,14,4
lurking,14,12,12
lotta,14,14,14
lompoc,14,14,14
loblaws,14,13,13
loaded,14,14,14
lincoln,14,12,12
limiter,14,14,12
lethbridge,14,11,10
lens,14,14,12
lengthy,14,14,14
legendary,14,14,14
latimes,14,14,12
lame,14,14,14
ky,14,14,14
kindly,14,14,14
kenmorr56405221,14,14,11
kay,14,14,13
katecallen,14,14,14
kate,14,14,14
kaitlancollins,14,14,12
justrecoveryforall,14,14,13
jimmykimmellivefromhishouse,14,14,14
jimbostanford,14,14,12
jeudi,14,14,10
jasonkenney,14,14,9
jandennis1955,14,14,4
jake,14,13,13
jackass,14,14,11
interviewing,14,14,13
internally,14,14,12
interestingly,14,14,14
insidious,14,14,14
inevitableet,14,13,13
incredulous,14,14,14
impression,14,14,14
imply,14,13,13
impartial,14,14,14
hôpitaux,14,13,12
hubris,14,14,14
hostility,14,14,14
hoped,14,14,14
hon,14,12,12
harvester,14,9,9
hardware,14,14,14
grifting,14,14,14
gregoryjhall1,14,14,4
gregabbotttx,14,14,14
greenhouse,14,14,14
greek,14,14,14
grain,14,13,13
grace,14,14,13
governor—republican,14,14,14
governor—democrat,14,14,14
gould,14,14,11
gestion,14,14,14
garneau,14,14,14
gaining,14,14,14
fédérale,14,14,14
fury,14,14,13
fudging,14,14,14
fuckin,14,14,13
frontlineworkers,14,14,14
fred,14,14,14
frankfurt,14,14,14
forthcoming,14,14,14
forth,14,14,14
formation,14,14,14
format,14,14,14
flyover,14,14,14
fk,14,13,13
finland,14,14,14
feared,14,14,14
favored,14,14,14
farright,14,13,13
familiares,14,14,8
faked,14,14,14
fabulous,14,13,13
eyeopener,14,14,14
extort,14,14,14
expelled,14,14,14
exodus,14,14,14
examining,14,14,14
examiner,14,14,14
eugenics,14,14,9
estados,14,14,12
escaped,14,14,14
epa,14,13,12
endorse,14,14,14
endangered,14,13,13
enclosed,14,14,13
elles,14,13,13
element,14,14,14
electoral,14,14,14
election2020,14,14,14
duck,14,13,13
dubious,14,14,14
dual,14,14,14
drottiemom,14,14,4
driveway,14,14,14
donniemaga,14,14,4
donde,14,14,13
donates,14,14,14
domino,14,14,14
doivent,14,14,12
distracting,14,14,14
dispatch,14,13,13
dishonesty,14,14,14
disheartening,14,14,14
disarray,14,14,14
dimanche,14,14,12
diamond,14,14,12
dialogue,14,14,13
develops,14,14,14
devant,14,14,14
descent,14,14,13
decreasing,14,12,12
deceased,14,13,13
deaths—29000,14,14,14
deaths—2200,14,14,14
darkness,14,14,14
danced,14,14,14
curfew,14,13,13
cupe,14,13,11
cruella,14,14,14
coworker,14,14,14
cowardly,14,14,14
covidtoronto,14,14,12
covidrelief,14,14,14
covidhoax,14,14,10
counterproductive,14,14,14
counterfeit,14,14,14
correctional,14,14,11
corps,14,14,14
coordinating,14,14,13
converted,14,14,14
continuous,14,14,14
conte,14,8,8
consulting,14,14,13
conspiring,14,14,14
conflicting,14,14,14
confidently,14,9,9
concernant,14,14,13
comprehend,14,14,14
communal,14,13,12
commrrcmpgrc,14,14,3
commended,14,14,14
combatting,14,14,14
collaborate,14,14,14
colbert,14,13,13
cocaine,14,10,10
cmhc,14,14,14
climateemergency,14,14,13
clawback,14,12,6
classroom,14,14,13
christinepolon1,14,14,4
choke,14,14,14
childish,14,14,14
cheney,14,14,13
cfib,14,12,10
celle,14,13,13
cdnpress,14,14,10
cbcmorninglive,14,14,3
catherine,14,13,13
cases—50100,14,14,14
cases—366350,14,14,14
cansino,14,14,13
canrevagency,14,14,13
cameraman,14,14,14
calif,14,13,13
bust,14,14,14
brenttoderian,14,14,14
breed,14,9,9
bppope,14,14,4
bottomed,14,11,11
bop,14,14,13
bonniecrombie,14,14,13
bob,14,14,14
bluntly,14,14,14
bible,14,14,14
bettman,14,14,14
belly,14,10,10
beast,14,14,11
bbl58,14,14,4
bbcnews,14,14,14
bathroom,14,13,13
baseless,14,14,14
banging,14,14,14
balancing,14,14,14
bakery,14,14,14
avoidable,14,14,14
autoridades,14,14,14
automatically,14,14,14
automated,14,14,14
authoritarianism,14,14,14
aura,14,13,12
audacious,14,14,14
attkisson,14,13,13
athens,14,10,10
assertion,14,14,14
ashram,14,14,3
arlington,14,12,12
ar,14,14,13
appease,14,14,14
ao,14,14,9
antitrump,14,14,14
antimask,14,14,14
antidote,14,10,10
angle,14,14,14
anchor,14,14,14
amjoy,14,14,14
americanon57,14,14,4
allocated,14,14,14
aircanada,14,14,14
agricultural,14,13,13
afterwards,14,14,14
africanamerican,14,14,14
adjusting,14,14,13
adequately,14,14,14
adamsmiller,14,14,14
acosta,14,14,14
acolyte,14,14,14
acknowleding,14,14,14
accordingly,14,14,14
accommodate,14,14,14
abusing,14,14,14
88000,14,14,14
830,14,14,14
730,14,14,14
630,14,14,14
523,14,14,13
44000,14,14,13
411,14,14,14
3834,14,14,14
323,14,14,14
30th,14,14,13
263,14,14,14
250000,14,14,14
20200514,14,14,7
1990s,14,14,14
185,14,14,13
1798,14,14,14
166,14,14,14
147000,14,14,14
1300,14,14,14
12469,14,14,13
1230,14,14,12
115,14,14,13
104,14,14,14
04,14,14,12
000008,14,14,14
⁦nygovcuomo⁩,13,13,13
•voters,13,13,13
•college,13,13,13
études,13,10,10
âgées,13,13,12
zoolander,13,7,7
zombie,13,10,10
zaphod57,13,13,10
z,13,13,13
yyz,13,13,11
yesterdayjust,13,13,13
wrongdoing,13,13,13
wreak,13,13,13
worldleading,13,13,13
winery,13,11,10
wildly,13,13,13
wfh,13,12,12
wewillgetthroughthis,13,13,13
wetsuweten,13,13,13
westgate,13,13,13
wccp,13,13,13
waving,13,13,13
wasteful,13,13,13
voucher,13,13,13
voteredtosaveamerica,13,13,13
voiceoffranky,13,13,12
vidointervac,13,13,11
vest,13,13,13
ventilated,13,13,12
venality,13,13,13
vancityreynolds,13,13,11
vacuum,13,13,12
ustreasury,13,13,13
urgente,13,13,11
uoftdlsph,13,13,9
unsanitary,13,13,12
unpopular,13,13,12
uno,13,13,12
unfuckingbelievable,13,13,13
uma,13,11,6
twin,13,12,12
tv🤥realdonaldtrump,13,13,4
turmoil,13,13,13
turdtroll❗,13,13,13
truthserum4all,13,13,3
trumpism,13,13,12
trumpdepression,13,13,12
trumpcanuck,13,13,3
trump2020landslide,13,13,12
trojan,13,13,13
treasure,13,13,13
translated,13,13,12
trabajadores,13,12,11
togetherapart,13,13,13
titre,13,12,8
tht,13,7,7
thoroughly,13,13,12
thompson,13,12,11
thesocialctv,13,12,10
theory—,13,13,13
thee,13,13,13
thebluegem3s,13,13,13
terminate,13,13,13
tentative,13,13,13
tapped,13,13,13
tanto,13,13,12
tanksmom2000,13,13,3
tanked,13,13,13
talkingpoints,13,13,13
synchronous,13,9,9
surprisingly,13,13,13
supportblackbusiness,13,13,1
superrich,13,13,13
suivante,13,13,7
stuffed,13,13,13
stretching,13,13,13
strengthening,13,13,13
straw,13,13,12
strangled,13,13,13
stormypatriot21,13,13,3
storage,13,12,12
stoke,13,13,13
stockpiled,13,13,13
stockholm,13,12,11
sticking,13,13,13
sterling,13,13,13
stayhomestaysafe,13,13,12
starvation,13,13,13
sporting,13,13,13
speechless,13,13,13
specificity,13,13,13
sounded,13,12,12
sosnicaragua,13,13,3
solitary,13,12,11
soient,13,12,9
societal,13,13,13
snow,13,11,11
smartphones,13,13,13
slavery,13,13,13
sibling,13,13,13
shouldve,13,13,13
shortterm,13,13,13
shaky,13,13,13
sexism,13,13,13
settle,13,13,13
server,13,11,11
semanas,13,12,11
semana,13,11,10
selfserving,13,13,12
selfquarantine,13,13,13
selfless,13,13,13
selfawareness,13,13,13
selection,13,13,13
seizes,13,13,13
secrecy,13,13,13
scratch,13,13,13
scaled,13,13,13
saviour,13,13,13
sars2,13,13,5
sandy38362818,13,13,12
sack,13,13,13
rollout,13,13,13
robbing,13,12,12
riveted,13,13,13
risked,13,13,13
riskbenefit,13,13,13
rio,13,13,12
ribbon,13,13,13
revolutionary,13,13,13
reviving,13,13,13
resister,13,13,11
requesting,13,13,13
religiousethnic,13,13,13
rejecting,13,13,13
reinstated,13,13,13
rein,13,13,13
regulatory,13,13,11
recycling,13,11,10
recycled,13,12,9
receptor,13,13,13
reccared1,13,13,3
recap,13,13,12
recalling,13,13,13
reassuring,13,13,13
reassigned,13,13,13
razorbuckeye,13,13,3
rationale,13,12,12
ration,13,12,12
radiocanada,13,13,12
radiation,13,13,13
rachaelhardermp,13,13,13
raccoon,13,13,13
pupil,13,13,9
punishing,13,13,13
pump,13,12,12
puerto,13,11,11
psychotic,13,13,13
pswday2020,13,13,13
protrumpprogop,13,13,13
propos,13,13,13
procurement,13,13,13
proches,13,12,12
probability,13,12,12
prioritized,13,13,13
priceless,13,13,13
prejudice,13,13,13
preacher,13,9,9
pourront,13,13,12
postopinions,13,13,12
positivo,13,13,11
popping,13,13,13
politiques,13,13,11
policeman,13,13,13
poisoning,13,13,13
pod,13,13,13
plantation,13,13,13
pin,13,13,13
pillar,13,13,13
photographer,13,13,13
phosphate,13,13,13
pediatrics,13,13,8
passion,13,12,12
passe,13,13,12
pardon,13,13,13
parallel,13,13,13
overhaul,13,13,13
overcounting,13,13,12
oval,13,13,13
outsmartepidemics,13,13,12
outfit,13,13,13
outaouais,13,13,13
orchestrates,13,13,13
ons,13,11,10
onlab,13,13,10
ominous,13,13,12
okie,13,13,13
ohtrudeau,13,13,13
offset,13,13,13
nwt,13,12,10
nserccrsng,13,12,10
novavax,13,13,12
nouveaubrunswick,13,13,11
nike,13,11,9
nicely,13,13,13
newborn,13,12,11
negotiated,13,13,13
ncrius,13,13,10
ncdcgov,13,13,4
nada,13,13,13
métis,13,13,11
mylegion,13,13,12
murió,13,13,8
mrna,13,13,13
mri,13,13,13
mpjulian,13,13,12
monumental,13,13,13
mondaymotivation,13,13,13
molestors,13,13,13
mlas,13,13,13
mismanage,13,13,13
milliard,13,11,11
military—same,13,13,13
michellerempel,13,13,11
metal,13,12,12
merger,13,11,11
menzies,13,13,13
medias,13,13,13
maylongweekend,13,13,12
marriage,13,13,13
marcorubio,13,13,12
malade,13,13,10
maggienyt,13,13,11
madam,13,13,13
mac,13,13,13
lynnielee5,13,13,3
lstone,13,13,12
lraitt,13,13,2
lone,13,13,13
lloyd,13,12,11
liées,13,13,11
lit,13,13,13
lil,13,11,11
licensed,13,12,11
liberate,13,13,13
liberalismisamentaldisorder,13,13,11
li,13,13,13
leslynlewis,13,13,11
leonaalleslev,13,13,2
leap,13,13,13
laughable,13,13,13
lamb,13,13,13
labeled,13,13,13
kremlin,13,13,13
kongers,13,13,10
knife,13,13,13
kicking,13,13,13
kevindonovan,13,13,13
keddieff,13,13,1
kawasakidisease,13,13,13
karinagould,13,13,12
kady,13,13,2
jonkay,13,13,12
jimmykimmel,13,13,13
jhu,13,13,13
jay,13,12,12
jamie,13,13,13
jam,13,13,13
jairbolsonaro,13,13,11
ironically,13,13,12
invoke,13,13,13
inviting,13,13,13
investigates,13,13,13
invading,13,13,13
intimate,13,13,13
insightful,13,13,13
insecure,13,13,13
inhuman,13,13,11
infringement,13,13,13
individually,13,13,13
incidence,13,13,12
inbox,13,13,13
inauguration,13,13,13
impromptu,13,13,13
implying,13,13,12
imagination,13,13,13
illiterate,13,12,9
idk,13,13,13
iceberg,13,13,13
hubby,13,13,13
hospitalisées,13,13,11
hors,13,13,13
horacio,13,13,12
hollylandes,13,13,3
hockeytwitter,13,13,6
hoarded,13,13,13
hlgatell,13,13,7
heures,13,13,10
hedyfry,13,13,2
heavensarmy4,13,13,3
hayden,13,13,13
hawk,13,13,13
hateful,13,13,13
harvest,13,13,13
harmed,13,13,13
hardworking,13,13,13
hardhit,13,13,13
harass,13,9,9
handy,13,13,13
hamster,13,12,12
hacer,13,13,11
hace,13,13,10
gupta,13,12,12
gt500d,13,13,13
grieve,13,13,13
grey,13,11,11
gran,13,13,13
goodable,13,13,13
girlfriend,13,13,13
ghost,13,11,11
georgetown,13,13,13
geoffregan,13,13,2
genetically,13,13,13
gem,13,13,13
gaza,13,13,13
garlic,13,13,13
fulfill,13,13,13
fueled,13,12,12
fucker,13,13,13
freenaynow,13,13,3
francis,13,13,13
francesannmaga,13,13,3
forming,13,13,13
fooling,13,13,13
followup,13,13,13
flexibility,13,12,12
fintech,13,11,4
filthy,13,13,13
filming,13,13,13
farming,13,12,12
famille,13,11,11
exploitation,13,12,12
expire,13,13,13
exceptionalism,13,13,13
evolution,13,13,13
etfoeducators,13,13,13
etcin,13,13,13
espionage,13,12,12
eso,13,13,10
eradicated,13,13,13
equitrust,13,13,12
epidemia,13,13,10
endure,13,13,12
enabling,13,13,13
egregious,13,13,13
ec,13,8,7
ea,13,13,13
dysfunctional,13,13,13
dvillella,13,13,13
dutch,13,13,12
drain,13,13,13
doubling,13,13,13
doomsday,13,13,13
doke,13,13,13
distinct,13,13,13
dissident,13,13,13
displaying,13,13,13
dishonor,13,13,12
disgruntledin,13,13,3
disciple,13,12,9
disappearing,13,13,13
disallow,13,13,13
dilemma,13,13,13
digging,13,13,13
dg,13,13,13
detecting,13,13,13
despise,13,13,13
designer,13,13,13
describing,13,13,13
demain,13,13,12
deforestation,13,12,12
defining,13,13,13
deborah,13,13,13
debbie,13,10,10
dawn,13,13,13
curriculum,13,13,13
ctvpp,13,13,8
crumb,13,13,12
critiquing,13,13,13
criticising,13,13,13
creek,13,12,12
cqualtro,13,13,13
cowardice,13,13,13
covid19usa,13,13,9
coronavirushoax,13,13,12
coronaviruscanada,13,13,7
coquitlam,13,13,12
coordinate,13,13,13
conseils,13,13,13
conquer,13,13,13
conclude,13,13,11
complot,13,13,11
comparitively,13,13,13
commuting,13,13,13
cocacola,13,13,12
coauthor,13,11,11
clés,13,13,12
cloroquina,13,11,9
clone,13,13,13
climbed,13,13,13
cleared,13,13,13
cityofvancouver,13,13,12
cirque,13,12,10
chronicleherald,13,13,13
christmas,13,13,13
chen,13,12,12
charliekirk11,13,13,11
chantalhbert,13,13,13
ceasefire,13,13,12
cbchomestretch,13,13,1
cbchealth,13,13,10
carolinian,13,13,13
carers,13,13,13
candicemalcolm,13,13,13
canadapatriotbc,13,13,3
calming,13,13,13
bye,13,11,11
butterfly,13,13,1
butter,13,11,11
busiest,13,13,13
burnout,13,13,12
bullsht,13,13,13
bullock,13,13,13
buffoon,13,13,13
bud,13,13,13
btwn,13,13,11
brutality,13,13,13
bronx,13,13,13
breeding,13,13,13
breaking911,13,13,11
bluestate,13,13,13
blackexcellence,13,13,1
bin,13,13,11
bidding,13,13,13
benefited,13,13,13
bench,13,12,12
beard,13,12,12
bclp,13,13,8
batch,13,13,13
barring,13,13,13
bandit,13,13,13
axios,13,13,13
awaiting,13,13,13
aviv,13,13,13
automation,13,13,13
auf,13,11,7
astrazeneca,13,13,13
artwork,13,12,12
arguably,13,13,13
argent,13,11,10
approx,13,12,12
antivaccine,13,13,13
antiisrael,13,13,13
ananavarro,13,13,11
amphan,13,13,13
amazes,13,13,12
alta,13,13,13
alphapatriotus,13,13,3
alot,13,13,13
alleges,13,13,13
aligned,13,13,13
ali,13,13,12
alcoholawareness,13,13,1
albertayoda,13,13,6
aisle,13,13,13
aho,13,13,6
agenda2030,13,13,12
adversary,13,13,11
adriearsenault,13,13,13
adolescent,13,13,13
accurately,13,13,13
abuser,13,13,13
abruptly,13,13,13
96k,13,13,13
90day,13,13,13
87530,13,13,13
82000,13,13,13
7am,13,13,13
60k,13,13,13
570,13,13,11
514,13,13,13
45harisonharold,13,13,4
416,13,13,13
410,13,13,13
3x,13,13,13
25thamendmentnow,13,9,8
230,13,13,13
21yearold,13,13,13
2030,13,13,13
2012,13,13,13
201,13,13,12
1coolpatriot,13,13,3
183,13,13,13
1800page,13,13,12
150b,13,13,13
14m,13,13,12
14000,13,13,13
126,13,11,11
12000,13,13,13
11276,13,13,13
100m,13,13,13
❌they,12,3,3
⁦potus⁩,12,12,12
—call,12,6,6
—blame,12,6,6
équipe,12,12,12
épidémie,12,12,12
économique,12,12,11
ziemer,12,12,12
yorkregion,12,12,8
yahoonews,12,12,10
wwi,12,12,11
wrestler,12,11,11
wreaking,12,12,12
wmd,12,12,12
wisconsinite,12,12,12
wimpy,12,12,12
whitsett,12,12,12
wellconnected,12,12,12
webinars,12,12,12
vrai,12,11,11
virulent,12,12,12
villes,12,12,11
vigil,12,12,10
vient,12,12,12
verge,12,12,12
vengeance,12,12,12
veil,12,12,12
valve,12,12,12
uspolitics,12,12,10
usn,12,12,12
uoftmedicine,12,12,10
unsure,12,12,12
unstable,12,12,12
unrealistic,12,12,12
unmasking,12,12,12
universalbasicincome,12,12,10
unifortheunion,12,12,11
unforgivable,12,12,12
understandably,12,12,12
underscore,12,12,12
undemocratic,12,12,12
unbathed,12,12,12
tvanouvelles,12,12,10
tunnel,12,11,11
tulsigabbard,12,12,1
tuesdaythoughts,12,12,10
trustworthy,12,12,12
trunews,12,12,1
trumpmeltdown,12,12,11
trumploving,12,12,12
trulylocal,12,12,3
trolling,12,12,12
triumph,12,10,9
travesty,12,12,12
tras,12,12,12
traitement,12,11,11
tougher,12,12,12
tolerate,12,12,12
toddctv,12,12,1
toast,12,12,12
tirade,12,12,12
tiempos,12,12,10
tickle,12,12,12
thiel,12,11,10
thermal,12,12,12
tfl,12,10,10
terry,12,12,12
terrorizes,12,12,12
territorial,12,12,12
teresa,12,12,11
tenure,12,12,11
tbh,12,12,12
tanking,12,11,11
tan,12,12,12
systematically,12,12,12
symbol,12,12,12
sycophant,12,12,12
sweeten,12,12,12
sweep,12,12,12
surrey,12,11,11
suppressing,12,12,12
superstore,12,12,12
superb,12,12,12
suckered,12,12,12
subsumed,12,12,12
substitute,12,11,11
stimulate,12,12,12
sticker,12,12,12
stewart,12,12,12
steep,12,12,12
statesponsored,12,12,12
stapled,12,12,12
stanley,12,12,12
standwithhk,12,12,9
stagnant,12,12,12
sparked,12,12,12
spanky,12,12,12
spaced,12,12,12
southeast,12,12,12
société,12,12,12
smallbiz,12,12,11
slur,12,11,11
slavishly,12,12,12
slavewar,12,12,3
slash,12,12,12
sixth,12,12,12
sigue,12,12,12
sideline,12,12,12
shred,12,12,12
shooter,12,11,11
shocker,12,11,11
shite,12,12,12
shill,12,12,10
senatorhousakos,12,12,11
segregation,12,12,11
secteur,12,10,8
secondwave,12,12,12
scramble,12,12,12
scolding,12,12,12
saveprisonersgrantparole,12,12,1
saturdaymorning,12,12,12
sanitize,12,12,11
sanitization,12,12,12
sanctioned,12,12,11
résumé,12,12,10
régions,12,12,12
règles,12,12,11
rv,12,9,8
ruthlessly,12,12,12
rough,12,12,12
rollingstone,12,12,11
rogue,12,12,12
robertbenzie,12,12,12
robber,12,12,12
ridicule,12,11,11
richmond,12,11,11
rice,12,11,11
rheumatoid,12,12,12
reunited🌎❤️,12,12,12
restricts,12,12,12
restraint,12,12,12
respectful,12,12,12
republicancontrolled,12,12,12
reprise,12,12,12
reorderyourpriorities,12,12,12
renewing,12,12,12
renew,12,12,12
reliant,12,11,11
reflecting,12,12,12
recess,12,10,10
rebate,12,11,11
reassurance,12,12,12
reason—we,12,12,12
realtime,12,12,12
realedwardszall,12,12,1
ranging,12,12,12
rampage,12,12,12
rallieswhy,12,12,12
queue,12,12,11
quatre,12,12,9
putz,12,12,12
purportedly,12,12,12
purecountry,12,12,2
pumping,12,12,11
puglaas,12,12,1
pueden,12,12,9
publié,12,12,11
publiclyfunded,12,12,12
pspcspac,12,12,12
prévenir,12,12,12
présentent,12,10,9
près,12,12,12
procure,12,12,12
prick,12,12,12
prevaricate,12,12,12
powerofmany,12,12,7
pottery,12,10,10
ponders,12,12,12
política,12,12,10
polled,12,12,12
polish,12,12,12
población,12,12,9
pmoi,12,12,7
plexiglas,12,12,12
pink,12,12,12
pho,12,11,10
phase1,12,8,7
ph,12,10,9
peur,12,10,8
pettiness,12,12,12
perfidy,12,12,12
perdu,12,11,11
peelpolice,12,12,9
pausing,12,12,12
patients4abdocs,12,12,10
patchwork,12,10,9
partie,12,12,12
parlé,12,12,9
palmerreport,12,12,11
paired,12,12,12
paging,12,12,12
overly,12,12,12
overcrowding,12,12,12
overcount,12,12,12
outset,12,12,12
osce,12,12,1
optimist,12,12,12
optic,12,12,12
oppressive,12,11,11
oppression,12,12,12
opioid,12,11,11
openness,12,12,12
ontautism,12,12,3
ontariondp,12,12,10
offensive,12,12,11
offence,12,12,12
occupational,12,11,11
obamafoundation,12,12,12
nycmayor,12,12,12
nursingweek,12,12,12
nra,12,12,12
nowthisnews,12,12,8
now,12,12,12
notably,12,12,11
notable,12,12,12
noodle,12,12,12
networkgal,12,12,6
nepal,12,10,10
negotiating,12,12,12
nbatwitter,12,12,7
namely,12,12,12
médicos,12,12,9
médecin,12,12,11
mutual,12,11,11
mutated,12,12,12
murderous,12,12,12
mundial,12,12,11
momentum,12,12,12
modification,12,12,11
mnuchin,12,12,11
misnomer,12,12,12
misconduct,12,12,12
ministremccann,12,12,10
miner,12,10,10
mindless,12,12,12
mincanadafa,12,12,1
mildly,12,12,12
mg,12,5,4
messed,12,12,12
meldug,12,12,8
mejor,12,12,10
medresearch,12,12,12
medhat,12,12,12
me2189251618,12,12,3
