Normalized Token,Total Number of Occurences,Document Frequency,User Frequency
authorizing,16,16,15
aujourd,16,16,16
ate,16,16,16
astonishing,16,16,16
assumes,16,16,15
asserted,16,16,16
asleep,16,16,16
antimicrobial,16,16,16
ang,16,10,6
andrewyang,16,16,11
alzheimers,16,15,9
alot,16,16,16
alike,16,15,15
alibaba,16,15,15
airtransat,16,11,3
ageism,16,16,10
af1,16,16,16
adopting,16,16,16
accomplished,16,16,16
abstrongabfree,16,16,10
abmdwarroom,16,16,16
949,16,16,16
888,16,16,16
5pm,16,14,14
5833,16,16,14
530,16,16,16
4500,16,16,14
43watch,16,16,10
36340,16,16,16
314,16,15,15
25thamendmentnow,16,16,15
2005,16,16,15
1979,16,16,16
160,16,16,14
136,16,16,16
123,16,16,16
06,16,16,16
04,16,16,16
🇺🇸united,15,15,15
🇱🇰sri,15,15,15
🇮🇩indonesia,15,15,15
🇧🇩bangladesh,15,15,15
⁦picardonhealth⁩,15,15,15
yannickstromei,15,15,10
yang,15,15,13
wtheir,15,15,15
wreckage,15,15,15
womensday,15,15,10
withheld,15,15,15
weaponize,15,15,15
wcoronavirus,15,15,15
vu,15,14,14
vox,15,15,14
vont,15,15,15
vastly,15,15,15
valid,15,15,15
vail,15,15,15
usg,15,15,15
urgences,15,10,10
urgence,15,15,15
upper,15,15,15
unstoppable,15,15,14
unfolds,15,15,15
ummm,15,15,15
twisting,15,15,15
twisted,15,15,15
tu,15,13,13
treasure,15,14,14
toured,15,15,15
titanic,15,15,15
tight,15,14,13
thr,15,15,14
thirdworld,15,15,14
therealkeean,15,15,14
telegraph,15,14,14
tease,15,15,15
tabletop,15,15,15
switching,15,15,15
surplus,15,15,15
sufferer,15,15,15
sucker,15,15,15
stpatricksday,15,15,15
staythefuckhome,15,13,13
stayathome,15,15,12
starvation,15,15,15
stablegenius,15,15,15
spokeswoman,15,15,15
spiritual,15,15,15
spamming,15,15,15
sourced,15,15,15
sole,15,15,15
solar,15,15,15
soit,15,15,14
socialmedia,15,15,14
socialdistance,15,15,15
smartphone,15,12,12
skippy,15,15,15
signaling,15,15,15
shower,15,14,13
shoffmania,15,14,8
shifted,15,15,15
separated,15,15,15
scapegoating,15,15,15
sauce,15,15,15
sarah,15,15,15
saint,15,14,14
rye,15,15,15
ruler,15,15,12
rugani,15,15,13
roundtable,15,15,13
rosiebarton,15,15,13
roof,15,15,15
robinked,15,15,8
riskcommunication,15,15,15
ring,15,15,15
revelation,15,15,15
rester,15,15,14
respite,15,15,14
respectful,15,15,15
rescheduled,15,15,15
remembers,15,15,14
religiously,15,15,15
reiterates,15,15,15
reckoning,15,15,15
rebellion,15,13,12
rasmussen,15,15,15
rambling,15,15,14
rain,15,15,15
raid,15,15,15
quoting,15,15,14
purposeful,15,15,15
purchasing,15,15,15
punish,15,15,14
psychology,15,15,15
pst,15,14,13
professionalism,15,15,15
precise,15,15,15
pq,15,15,15
posing,15,15,15
pompous,15,15,15
poised,15,15,14
pmo,15,14,14
plz,15,14,14
persontoperson,15,15,15
peril,15,15,14
perception,15,15,15
países,15,15,12
parenthood,15,15,15
pangolin,15,15,14
pandumbic,15,15,15
pacified,15,15,15
overseeing,15,15,15
outdated,15,15,15
ouch,15,15,15
oncologist,15,15,15
oligarch,15,15,15
oj,15,15,15
oilsands,15,15,15
obituary,15,15,15
nytopinion,15,15,14
nycmayor,15,15,14
numbskulls,15,15,15
notmeus,15,15,4
notion,15,15,15
norwegian,15,15,15
nonpartisan,15,15,15
nlpoli,15,15,10
naming,15,15,15
moratorium,15,15,15
montgomery,15,13,13
monahan,15,15,15
millennialsgen,15,15,15
milestone,15,15,15
miamiherald,15,15,12
mettre,15,14,12
median,15,14,14
mecfs,15,14,4
me,15,15,15
mathematical,15,15,15
markmobility,15,15,5
manulife,15,14,14
mantra,15,14,14
maldives,15,14,11
maine,15,15,15
magas,15,14,14
lopezobrador,15,15,9
liquor,15,14,14
liquidity,15,15,14
lindafrum,15,15,11
liked,15,15,15
lieu,15,15,15
lgbtq,15,15,15
leveraging,15,12,11
leaning,15,15,14
knowledgeable,15,15,14
knocked,15,15,15
kasich,15,7,7
jpmorgan,15,15,15
joewarmington,15,15,15
jerusalem,15,15,14
jasminepickel,15,15,9
japett,15,15,2
janfeb,15,15,15
jama,15,12,12
italien,15,12,12
isgolfing,15,15,15
irresponsibility,15,15,15
irenegentle,15,15,15
invoke,15,15,15
interpretation,15,15,15
instrument,15,15,14
instructs,15,15,15
installed,15,15,15
inspection,15,14,14
ingenuity,15,15,15
inflated,15,14,14
indicator,15,15,14
incorrect,15,15,15
immunologist,15,15,15
illustrates,15,15,15
ilhan,15,15,14
idk,15,15,15
icirdi,15,15,5
hyped,15,15,15
hunker,15,15,14
hui,15,15,15
hsbc,15,15,14
honeymoon,15,15,15
holocaust,15,15,15
hillaryclinton,15,15,15
helm,15,15,15
heightened,15,15,14
heaven,15,15,15
healthforall,15,15,12
hassan,15,15,13
hardworking,15,15,15
guidlines,15,15,15
gretathunberg,15,15,14
gps,15,14,13
governmental,15,15,14
gouge,15,15,15
genomic,15,15,14
geneva,15,15,14
frightened,15,15,15
frequency,15,15,15
freefall,15,15,15
foreignowned,15,15,15
forecasting,15,15,15
forbid,15,15,15
fois,15,15,15
fn,15,13,13
flatteningthecurve,15,15,15
finland,15,15,14
fernando,15,14,13
faites,15,15,15
extinction,15,13,12
explicitly,15,15,15
executed,15,15,14
examination,15,15,14
evaluate,15,15,13
evacuation,15,15,15
euractiv,15,15,15
estimating,15,15,15
escaped,15,15,15
erased,15,15,13
entrance,15,12,12
enters,15,15,15
employ,15,15,15
em,15,12,11
easiest,15,15,15
eager,15,15,15
dur,15,15,5
dshepyeg,15,15,14
drfauci,15,15,15
draketwgdadrea1,15,15,2
divorce,15,15,15
dithering,15,14,14
diabetic,15,14,14
devinnunes,15,15,15
deteriorating,15,15,15
detainee,15,15,15
deprived,15,15,13
demonstrating,15,15,15
deference,15,15,15
decreased,15,15,15
darkness,15,15,15
danscavino,15,15,14
cricket,15,15,14
covidtoronto,15,15,15
covideileen,15,15,15
coronavirusnyc,15,15,15
coronavirusitalia,15,15,15
coronaviruschina,15,15,14
coronavirusaustralia,15,15,12
conveying,15,15,15
constrained,15,15,15
confirmé,15,15,13
compound,15,15,15
complained,15,15,15
clerical,15,15,10
chatting,15,15,15
charter,15,15,15
characteristic,15,15,15
caribbean,15,15,15
caremongering,15,14,14
captured,15,14,13
calming,15,15,15
calgaryherald,15,15,15
buyer,15,14,14
briton,15,14,12
bread,15,15,15
bragged,15,15,14
bon,15,15,15
boarder,15,15,15
bitter,15,15,15
biotech,15,15,15
billgates,15,15,15
bilderberg,15,15,15
bent,15,15,15
bathing,15,15,15
aye,15,15,15
awarded,15,15,14
awake,15,15,15
awaits,15,15,15
authorized,15,15,15
authoritative,15,15,12
aujourdhui,15,15,14
attache,15,15,14
assumed,15,15,15
assigning,15,15,15
assay,15,14,12
asianamericans,15,15,15
artificial,15,15,15
arereally,15,15,15
anyways,15,15,15
antichinese,15,15,15
annually,15,15,15
angle,15,14,14
angelesarea,15,15,15
amymcgrathky,15,15,15
alleviate,15,15,15
ainsi,15,15,14
aiding,15,15,15
advocacy,15,15,15
admired,15,15,14
addl,15,15,13
accompanied,15,15,15
94,15,15,15
9057997700,15,15,15
88m,15,15,15
3858,15,15,15
350000,15,15,15
3281,15,15,15
312,15,15,15
2⃣,15,15,14
2803,15,15,15
24hrs,15,15,15
227,15,15,15
1star,15,15,15
1pm,15,15,15
19m,15,15,15
1980s,15,15,15
180,15,15,15
1583,15,15,13
1492,15,15,15
114,15,15,15
0sundance,15,15,3
08m,15,15,15
03m,15,15,15
007,15,15,14
🔹231,14,14,14
🔹14,14,14,14
étatsunis,14,14,14
zlj517,14,14,13
zingaretti,14,14,14
yukon,14,14,13
yelling,14,14,14
yabutaleb7,14,14,12
wire,14,14,14
welt,14,14,14
watters,14,14,14
washtimesoped,14,14,11
warmer,14,13,13
waiver,14,14,14
vía,14,14,12
virulent,14,14,14
ville,14,14,13
vid,14,14,14
vicepresident,14,14,14
vax,14,11,11
utensil,14,14,14
ussr,14,14,14
untrue,14,14,14
unstable,14,14,14
unpresidential,14,14,14
unnamed,14,14,14
unis,14,11,11
unilaterally,14,14,14
unhappy,14,10,10
unfold,14,14,14
umm,14,14,14
twothirds,14,14,14
turnover,14,14,14
turnaround,14,14,13
turmoil,14,14,14
trudeauworstpm,14,14,12
trop,14,13,11
treyfish,14,14,11
tract,14,13,13
toothpaste,14,12,12
toiletpaperapocalypse,14,14,14
tireless,14,14,14
testing⁉️,14,14,14
terminal,14,14,14
tendency,14,14,14
telecommute,14,14,14
telecom,14,13,13
teamwork,14,14,14
syncrude,14,14,14
swing,14,14,14
suffers,14,14,14
straw,14,13,12
straightforward,14,14,14
stockmarketcrash2020,14,14,8
statutory,14,14,13
stater,14,14,14
spying,14,14,14
spotlight,14,14,14
spoiled,14,14,14
sout,14,14,14
sooo,14,14,14
soared,14,14,10
snowbird,14,14,14
snowball,14,11,11
slavery,14,14,14
skipped,14,14,14
sipped,14,14,14
sinking,14,14,14
sicken,14,14,14
shrink,14,14,14
shitting,14,14,12
selection,14,14,14
seize,14,13,12
seattlecoronavirus,14,14,12
scheduling,14,14,14
sceptical,14,13,12
scarborough,14,14,14
sc,14,13,13
savior,14,14,14
saudiarabia,14,14,14
saratoga,14,14,14
salt,14,13,13
sage,14,14,14
safest,14,14,14
sacrificing,14,14,14
sacred,14,14,14
sachs,14,14,14
réponse,14,14,14
rx,14,13,13
rwanda,14,14,14
runaway,14,11,10
rosa,14,14,13
rodent,14,14,14
rockland,14,14,14
roche,14,14,14
risked,14,14,14
ripping,14,14,14
riker,14,14,14
richfield,14,14,14
rewrite,14,14,14
repercussion,14,14,14
rental,14,13,13
reluctant,14,14,14
referencing,14,14,14
redesigned,14,14,14
rector,14,14,14
recognizing,14,14,14
recognized,14,14,14
ray,14,10,10
rationed,14,14,13
rationale,14,14,14
ration,14,14,14
rassemblements,14,14,13
radiology,14,14,14
purported,14,14,14
purely,14,14,14
punished,14,13,13
publication,14,14,14
psychopath,14,13,11
psychological,14,14,13
près,14,14,13
profiteering,14,14,14
profanity,14,13,13
processing,14,14,14
probability,14,14,10
priorité,14,14,14
presentation,14,14,13
positively,14,13,13
poloz,14,14,14
politely,14,14,14
poilievre,14,14,14
plainly,14,14,14
pitch,14,14,13
peur,14,14,13
peterborough,14,11,11
personne,14,14,14
paw,14,11,10
paste,14,14,13
partir,14,14,14
parma,14,14,14
panama,14,14,13
overloaded,14,14,14
overcapacity,14,14,10
opposing,14,14,14
oliver,14,14,13
objective,14,14,13
nuevo,14,13,9
notimetodie,14,14,13
nodding,14,14,14
ngo,14,14,14
natl,14,14,14
nationalnurses,14,14,14
nathan,14,14,14
milliard,14,14,12
memorial,14,14,14
melinda,14,14,11
mayhem,14,14,14
maryamhenein,14,14,8
manmade,14,13,13
ludicrous,14,14,14
log,14,14,14
loaded,14,14,14
licensed,14,14,14
liarinchief,14,13,10
lianimal3,14,14,14
lessoncovidー19,14,14,14
leonardroxon,14,14,12
lengthy,14,14,14
laziness,14,14,14
layer,14,13,13
latter,14,14,14
laser,14,12,12
lacking,14,14,14
kongs,14,13,8
kindly,14,14,14
kindergarten,14,14,14
keith,14,14,14
kaitlancollins,14,14,13
justahu64027144,14,14,8
julienbcnews,14,14,14
jokingly,14,14,14
johnshopkins,14,14,14
johnjharwood,14,14,12
jewish,14,13,13
jetblue,14,12,12
jenstden,14,14,8
jdm,14,14,11
jarring,14,10,10
jailed,14,14,14
jagmeet,14,13,13
iv,14,14,14
italylockdown,14,14,14
iranpolicy,14,14,11
involves,14,13,13
intubation,14,10,9
introduction,14,14,14
intimidate,14,14,14
interagency,14,14,14
instant,14,14,14
input,14,14,14
inject,14,14,14
initiate,14,14,14
ingrahamangle,14,14,12
infancy,14,14,14
implementation,14,14,14
imperial,14,14,13
hymn,14,14,13
horizon,14,13,13
hopeful,14,14,14
hoped,14,14,14
hijack,14,14,14
hiatus,14,14,14
het,14,11,10
heel,14,14,14
heeding,14,14,14
healthbc,14,14,4
haphazard,14,14,13
hancock,14,10,8
haley,14,13,13
guelph,14,13,11
gregoryjhall1,14,14,7
grappling,14,14,14
grace,14,13,13
grabbing,14,14,14
geoffbuxcey,14,14,13
ge,14,13,13
gang,14,14,14
gallery,14,13,13
france24,14,14,11
founded,14,14,14
fmr,14,14,14
flowing,14,14,14
flattened,14,14,14
flatout,14,14,14
flagship,14,14,14
fla,14,14,14
finder,14,14,14
filter,14,14,13
feces,14,14,10
facilitate,14,14,14
explainer,14,14,14
exceptional,14,13,12
eve,14,14,14
evangelicals,14,13,13
evacuee,14,14,14
evacuated,14,14,14
ethical,14,14,13
etches,14,14,13
entirety,14,14,14
engine,14,12,12
endorsement,14,14,14
emanating,14,14,14
elizabethmay,14,14,11
economictimes,14,14,4
eclipse,14,14,14
earner,14,13,12
dystopian,14,14,14
dust,14,14,14
dress,14,13,13
drain,14,14,13
drag,14,14,13
doorknob,14,14,14
donniemaga,14,14,7
dominates,14,14,14
doivent,14,14,14
dmrdynamics,14,14,2
divine,14,14,14
dividend,14,13,13
disrespect,14,14,14
displayed,14,14,14
disorganized,14,14,13
discount,14,14,14
diligently,14,14,14
diarrhea,14,14,14
diagnosing,14,14,14
dewine,14,14,14
devised,14,14,14
designation,14,14,14
den,14,12,8
defiance,14,14,14
default,14,14,14
deepstate,14,13,13
davidgura,14,14,13
ctbergstrom,14,12,11
crippled,14,14,14
creativity,14,14,14
covidbc,14,14,13
courier,14,14,10
coupled,14,14,14
costcos,14,14,14
coronavirusnewyork,14,14,11
contrôle,14,13,13
conscious,14,14,14
connecting,14,14,14
conjunction,14,14,14
coffin,14,14,14
coaster,14,8,8
cnnsotu,14,14,14
clifforddmay,14,14,11
cliff,14,14,14
cleric,14,13,13
cineplex,14,14,14
chronicle,14,14,13
chrissurano,14,14,7
chriscuomo,14,14,13
cheek,14,12,12
cernovich,14,14,13
cbcthenational,14,14,13
cbccanada,14,14,9
caption,14,13,13
cannabis,14,12,10
busted,14,14,14
bumbling,14,14,14
bruh,14,14,14
briefly,14,14,14
breakfast,14,14,14
boysha,14,14,8
borrowed,14,14,14
boiling,14,14,14
boarded,14,14,14
bno,14,14,10
blake,14,14,14
bitumen,14,6,6
binge,14,14,13
betty,14,14,14
bethlehem,14,13,12
berkeley,14,14,13
belvoir,14,11,11
bcndp,14,13,12
bchc,14,14,11
bashful,14,14,14
b52questions,14,14,14
autocrat,14,14,14
aurait,14,14,14
assessing,14,14,14
armenia,14,14,14
arbitrary,14,14,14
arab,14,14,14
aquí,14,14,14
applicant,14,14,14
anonymous,14,13,13
ankle,14,14,14
animation,14,12,12
algorithm,14,13,12
alexander,14,14,14
albert,14,14,14
adrianalagrange,14,14,14
adrenochrome,14,10,10
accelerate,14,14,14
ac,14,14,13
abled,14,6,6
abe,14,13,13
abcnews,14,14,10
99freemind,14,14,12
94000,14,14,13
9172,14,14,14
680,14,14,9
6566,14,14,14
631,14,14,14
608,14,14,13
604,14,14,14
586,14,14,14
3590,14,14,14
3070,14,14,14
27m,14,14,13
275,14,14,14
273,14,14,14
230,14,14,14
211,14,14,13
2002,14,14,13
1k,14,14,13
18m,14,14,1
127,14,14,13
1267,14,14,14
1126,14,14,14
11000,14,14,14
1100,14,14,14
10am,14,14,13
➡️if,13,10,10
✅gradually,13,13,13
⁦senatemajldr⁩,13,13,13
yyz,13,13,13
yorkpresbyteriancolumbia,13,13,13
yelled,13,13,13
yay,13,11,11
xhawk80,13,13,6
worstpresidentinhistory,13,13,13
wolf,13,10,10
withstand,13,13,13
willful,13,13,13
whistler,13,12,12
westminster,13,13,13
weakening,13,13,13
weaken,13,13,12
waging,13,13,13
wafer,13,13,12
voteblue2020,13,13,12
vonyugen,13,13,6
virushit,13,11,10
vilgilant,13,13,13
vicious,13,12,12
veto,13,13,13
vanre,13,13,8
vankapro☀️🌊🌊🌊,13,13,9
unveil,13,13,12
unjustly,13,13,13
underinsured,13,13,13
unaffordable,13,13,13
umrah,13,13,12
télétravail,13,12,12
tues,13,13,13
tuberculosis,13,12,12
trumptheworstpresidentever,13,13,9
trumprecession,13,13,13
trumplandia,13,13,12
trumpist,13,13,13
trumpism,13,13,13
trumpgop,13,13,13
trump2020landslide,13,13,12
tresabridges,13,13,6
tremendously,13,13,13
tractor444,13,13,6
tqmka,13,13,2
thrive,13,13,12
thosecofers,13,13,6
thewanreport,13,13,13
themoreyouknow,13,13,13
thanking,13,13,13
testkits,13,13,9
temple,13,13,12
teenager,13,13,13
taste,13,13,13
targeting,13,13,13
tantrum,13,13,13
tan,13,13,11
takedown,13,13,13
tail,13,12,11
systematically,13,13,13
supportive,13,13,13
supplied,13,13,13
sunset,13,10,9
structural,13,13,13
stretched,13,13,13
stormy,13,13,13
stealth,13,13,13
stayhomesavelives,13,13,11
stayhomechallenge,13,13,13
statebystate,13,13,12
stareditorial,13,13,13
stance,13,13,13
squeeze,13,13,13
squad,13,13,13
split,13,13,13
spews,13,13,13
spencer,13,12,11
spelled,13,13,11
spared,13,13,12
spankythedog1,13,13,6
sounding,13,13,13
solomonyue,13,13,9
soaring,13,12,12
so,13,13,11
smartnews,13,13,12
slovenia,13,13,13
slovakia,13,13,12
siriusxm,13,13,6
shutitdown,13,13,13
shutdowncanada,13,10,10
sflecce,13,13,12
sensanders,13,13,11
semaines,13,13,11
seizes,13,13,13
scrub,13,13,13
scourge,13,13,13
scarcity,13,13,13
santorilisa,13,13,6
sandykennedy55,13,13,6
salon,13,13,12
roundup,13,13,13
rooting,13,13,13
rockaway,13,13,13
robocopstyle,13,13,13
rinse,13,13,13
reset,13,13,13
repkatieporter,13,13,13
renew,13,13,13
remedy,13,13,13
reliant,13,13,11
reinfection,13,13,12
regarder,13,13,3
reelect,13,13,13
recalled,13,13,13
reagan,13,13,13
rbc,13,13,13
ranking,13,10,9
ranked,13,12,12
quds,13,13,13
qarmyinfo,13,13,6
putz,13,13,13
putinatwar,13,13,3
punkypaneteddo,13,13,6
prévenir,13,13,13
promotes,13,13,13
programming,13,12,12
pris,13,12,12
principal,13,13,13
prez,13,13,12
prevalent,13,13,13
presumably,13,13,13
practise,13,13,8
posible,13,13,11
porous,13,13,13
pomepo,13,13,13
poison,13,13,13
pocan,13,13,12
población,13,13,12
poach,13,13,12
plummeted,13,13,13
plagued,13,13,13
pill,13,13,13
pickup,13,13,13
philehr,13,13,13
peu,13,12,12
personality,13,13,13
passe,13,13,12
paoladec1231,13,13,13
overdue,13,13,13
optimization,13,13,13
obstacle,13,13,13
observed,13,13,13
objection,13,13,13
oampg,13,13,13
o,13,13,9
nw,13,13,12
nspector4,13,13,11
nscrowba,13,13,6
nowruz,13,13,13
nothin,13,13,13
noncitizen,13,13,13
nightclub,13,13,13
newhampshire,13,13,9
nerve,13,13,13
nenshi,13,12,11
ncdcgov,13,13,9
navdeepsbains,13,13,13
nationalemergency,13,13,13
nan,13,13,13
nacional,13,13,11
mute,13,12,12
morgue,13,13,13
mitchell,13,13,13
misguided,13,13,13
ministerial,13,13,13
minimizes,13,13,13
midwife,13,12,10
michaelcraddo16,13,13,6
merit,13,13,13
mentioning,13,13,13
measurement,13,13,13
mbees39,13,13,6
maturity,13,13,13
mart,13,13,13
madmoney,13,13,2
macv58,13,13,6
macau,13,12,12
luvmypittys,13,13,6
lombardia,13,13,12
livestreamed,13,13,13
lion,13,13,13
lime,13,11,11
lightning,13,12,12
lieber,13,13,12
liability,13,13,13
levy,13,13,13
lean,13,13,12
lazyishhound,13,13,6
laughed,13,13,13
lassa,13,10,9
langone,13,13,11
ladyrebel144,13,13,6
kung,13,13,13
kiwisquaw,13,13,6
kennedy,13,12,11
kay,13,13,13
kamloops,13,13,6
jonathanwcm,13,13,6
joelachenbach,13,13,13
jingoman111,13,13,6
jimsciutto,13,13,12
jamacurrent,13,13,10
jakkedup1,13,13,6
isolement,13,13,12
irving,13,13,13
irresponsibly,13,13,13
irgcs,13,13,8
iowa,13,13,12
invisible,13,11,11
intubated,13,13,13
insulted,13,13,13
instills,13,13,13
infodemic,13,13,8
inflammation,13,8,8
infectiousness,13,13,13
infectee,13,13,13
industrialized,13,13,13
indictment,13,12,12
inclusive,13,13,13
inciting,13,13,13
incarcerated,13,12,12
inadvertently,13,13,13
implies,13,13,13
immunecompromised,13,13,13
ibd,13,6,3
hôpitaux,13,12,11
hypocritical,13,13,13
humour,13,13,13
hughhewitt,13,13,12
hotasusy,13,13,11
hogan,13,13,13
hobart,13,13,13
heshmatalavi,13,13,8
hedgefund,13,13,2
haunt,13,13,13
harry,13,12,12
handsanitizer,13,13,13
haiti,13,13,12
hace,13,13,9
h5n1,13,13,6
gt50,13,13,13
grubaugh,13,13,13
grocer,13,13,13
grande,13,13,13
gm,13,13,13
genx,13,13,13
fuckin,13,12,12
freeiran,13,13,6
freehongkong,13,13,9
fossil,13,13,13
followup,13,13,13
flaw,13,13,13
fit4less,13,13,13
fishy,13,11,11
financed,13,13,13
fermé,13,13,12
farther,13,13,13
fantasyland,13,13,13
fairbanks357,13,13,6
fade,13,13,12
ex,13,13,13
europa,13,13,12
etiquette,13,13,12
entrepreneur,13,13,13
enfants,13,13,13
emotionally,13,13,13
emirate,13,13,13
elearning,13,13,13
elba,13,13,13
ecuador,13,13,12
easytoprepare,13,13,13
duh,13,13,12
drottiemom,13,13,6
dread,13,13,11
downplays,13,13,12
disembarking,13,13,11
discretion,13,13,12
discouraging,13,13,13
disconnect,13,13,13
disappeared,13,13,13
directing,13,13,13
diplomatic,13,13,13
dialogue,13,13,13
dial,13,13,13
dfwairport,13,13,13
dfisman,13,13,13
devos,13,13,13
detecting,13,12,12
destroys,13,13,13
desantis,13,10,9
dernier,13,13,10
depressing,13,13,13
deposition,13,13,12
dehumanized,13,7,7
deflecting,13,13,13
defender,13,12,12
debbies00267284,13,13,6
davidfrum,13,13,13
damaged,13,13,13
dailymail,13,13,11
cruiseship,13,13,13
crossroad,13,13,13
cretien,13,13,13
cream,13,12,12
crappy,13,13,13
cowed,13,13,12
countrywide,13,13,13
corruptkenney,13,13,13
coronavirusitaly,13,13,11
coronavirusfrance,13,13,12
coronaviruscoverup,13,13,13
coronaviruscalifornia,13,13,5
cooking,13,13,13
controversial,13,13,12
contributed,13,13,13
conscience,13,13,13
confusing,13,13,12
confirmados,13,13,10
condemn,13,13,13
concernant,13,13,12
concedes,13,13,13
compliance,13,13,13
comfortable,13,13,13
comedy,13,13,13
comedian,13,13,13
collaborating,13,13,13
coin,13,13,13
cmaj,13,13,12
cmadocs,13,13,12
climbing,13,13,13
cityofvancouver,13,13,9
ci,13,13,10
christine,13,13,13
chooses,13,13,13
checklist,13,13,13
che,13,10,3
chant,13,13,12
cerebrospinal,13,13,13
cashing,13,12,12
casa,13,13,11
carolejames,13,13,3
capture,13,13,13
calculates,13,13,13
burst,13,13,13
buffoonery,13,13,13
bubonic,13,13,11
broadway,13,10,10
brendan,13,13,12
bppope,13,13,6
booming,13,13,13
bolsonaros,13,13,13
bkruhlak,13,13,7
biting,13,13,13
biowarfare,13,13,11
billed,13,13,13
begged,13,13,13
bc1,13,13,9
bbl58,13,13,6
basket,13,12,12
barbaric,13,13,13
banhuawei,13,13,13
awkward,13,13,13
autocracy,13,13,12
attrumps,13,13,13
assadgenocide,13,13,2
asl,13,12,12
arresting,13,13,13
arefrustrated,13,13,13
arbitrarily,13,13,13
appearing,13,13,13
antonio,13,12,12
antiseptic,13,13,13
anne,13,12,12
ammunition,13,13,12
amjoy,13,13,12
amitshah,13,13,12
americanon57,13,13,6
alphaa16147110,13,13,6
alligator,13,13,13
ahvaz,13,13,12
aging,13,13,12
adjusting,13,13,13
accord,13,13,13
acceptance,13,13,13
abused,13,13,13
961,13,13,13
67➡️you,13,13,13
650,13,13,12
545,13,13,13
4747,13,13,13
45harisonharold,13,13,6
375,13,13,12
331,13,13,13
2pm,13,13,13
276,13,13,13
2733,13,13,13
25year,13,13,13
250000,13,13,13
212,13,13,13
20k,13,13,13
1⃣,13,13,12
170,13,13,13
16000,13,13,13
15m,13,12,12
157,13,13,11
131,13,13,13
10pm,13,13,13
106,13,13,12
045,13,13,11
🦠the,12,8,8
🆘coronavirus,12,12,9
⁦nytimes⁩,12,12,12
zoom,12,11,11
zhao,12,12,11
yoy,12,12,12
xiaomi,12,9,1
woulda,12,12,12
workschool,12,12,12
wolbachia,12,12,2
wildly,12,12,12
whine,12,12,12
whereas,12,12,12
whatsapp,12,12,12
weaponizing,12,12,12
warrenbuffett,12,12,12
warmington,12,12,11
waking,12,12,12
votebluenomatterwho2020,12,12,12
volunteering,12,12,12
viruscorona,12,12,8
vient,12,11,11
veut,12,12,12
ver,12,12,11
ventilation,12,12,12
vendor,12,12,12
vanished,12,12,12
usd,12,11,11
urgente,12,12,9
unhinged,12,12,12
unfollow,12,12,12
undoubtedly,12,12,12
underfunded,12,12,12
underequipped,12,12,8
ulster,12,12,12
tuesdaymorning,12,12,6
trumpsters,12,12,12
tripled,12,12,12
touchés,12,12,11
torontopearson,12,12,12
tolerate,12,12,12
tienen,12,12,10
thunk,12,12,12
thunder,12,12,11
territorial,12,12,12
teleconference,12,12,12
tcwteam,12,12,2
tcdsb,12,10,10
tanked,12,12,12
são,12,12,10
syrie,12,12,2
sycophancy,12,12,12
sworn,12,12,12
survivable,12,12,12
superspreading,12,12,10
summoned,12,12,12
summarize,12,12,12
sugar,12,12,12
sucking,12,12,12
suburban,12,12,12
subside,12,12,12
sub,12,11,10
stumbled,12,12,12
struggled,12,12,12
stroke,12,11,11
stringent,12,12,12
stmts,12,12,12
stimulate,12,12,11
stella,12,12,12
steering,12,12,12
steadily,12,12,12
stateowned,12,12,12
startling,12,12,12
staring,12,12,12
stanley,12,12,12
standalone,12,12,12
stakeholder,12,12,12
squat,12,12,12
spoon,12,12,12
spineless,12,11,11
sowing,12,12,12
someday,12,12,12
snow,12,12,12
snohomish,12,12,9
snag,12,12,12
smuggling,12,12,10
smallpox,12,11,11
slate,12,12,12
sitrep,12,12,9
sistema,12,12,10
silicon,12,12,12
signage,12,12,11
shuttered,12,12,12
sheikholeslam,12,11,11
shareholder,12,12,12
servicemember,12,12,12
serological,12,12,12
sept,12,11,11
senile,12,12,11
seemingly,12,12,12
seattlecovid19,12,12,8
seamusoregan,12,12,10
scroll,12,11,11
scottmorrisonmp,12,12,8
scolded,12,12,12
schweitzer,12,6,6
schiff,12,12,12
satisfaction,12,12,12
sanitized,12,12,12
sailing,12,12,12
sack,12,12,12
région,12,11,11
rude,12,12,12
rudderless,12,12,11
rubber,12,12,12
rpayne1956,12,12,8
ross,12,12,12
roaming,12,12,10
rnc,12,12,12
ripoff,12,12,12
ridesharing,12,12,12
richard43537543,12,12,8
revolt,12,12,12
reviewed,12,12,11
reusing,12,12,12
retire,12,12,12
restoring,12,12,12
restez,12,11,11
reopening,12,12,12
remembering,12,12,12
relates,12,12,12
rejection,12,12,12
reflecting,12,12,12
refill,12,12,12
redirect,12,12,11
recherche,12,11,11
rebuffed,12,12,12
reasoning,12,12,12
reagent,12,10,10
reaffirmed,12,12,12
rcmtl,12,12,2
rapidresponse,12,12,12
rahbar,12,11,11
racing,12,12,12
quo,12,12,11
qatif,12,12,11
punishing,12,12,11
publichealthon,12,12,11
prêt,12,12,11
propagating,12,12,12
promptly,12,12,12
prisonplanet,12,12,10
princesscruises,12,11,10
primarily,12,12,12
presymptomatic,12,12,10
prescient,12,12,12
premium,12,11,11
premature,12,11,11
precariousness,12,12,12
pourrait,12,12,12
positifs,12,12,9
portraying,12,12,12
popped,12,12,12
poop,12,12,10
policeman,12,12,12
pointless,12,12,12
platitude,12,9,9
